id,amount,source_account,dest_account,timestamp,category,priority
1839,56.49,ACC0106,ACC0677,1707137248033,FEE,3
1840,5111.40,ACC0351,ACC0391,1724227648504,PAYMENT,3
1841,7308.02,ACC0948,ACC0396,1715484623916,INTEREST,4
1842,2789.12,ACC0763,ACC0465,1734757189686,PAYMENT,5
1843,2116.11,ACC0876,ACC0897,1731672045460,TRANSFER,3
1844,5817.74,ACC0301,ACC0686,1734418434933,INTEREST,3
1845,3170.07,ACC0841,ACC0379,1717429003374,INTEREST,2
1846,3682.09,ACC0100,ACC0466,1726386797527,PAYMENT,2
1847,3128.57,ACC0947,ACC0018,1709290775920,DEPOSIT,5
1848,4001.12,ACC0887,ACC0827,1721038985399,PAYMENT,5
1849,9509.70,ACC0003,ACC0976,1729680038122,TRANSFER,4
1850,7447.10,ACC0821,ACC0251,1721890972170,PAYMENT,2
1851,9301.56,ACC0718,ACC0992,1725791582885,INTEREST,4
1852,1035.10,ACC0437,ACC0763,1706837654140,INTEREST,5
1853,2777.58,ACC0272,ACC0645,1712690754509,PAYMENT,1
1854,5311.08,ACC0988,ACC0828,1708612669427,DEPOSIT,2
1855,5362.52,ACC0990,ACC0656,1714700080768,INTEREST,1
1856,2474.62,ACC0699,ACC0138,1724938870727,FEE,4
1857,2235.84,ACC0936,ACC0631,1726588284772,PURCHASE,2
1858,3391.69,ACC0401,ACC0583,1725657897829,INTEREST,2
1859,4080.17,ACC0854,ACC0365,1711894025005,PURCHASE,5
1860,6847.39,ACC0768,ACC0008,1717941718404,PAYMENT,5
1861,2370.75,ACC0572,ACC0394,1729378923155,PURCHASE,2
1862,620.42,ACC0009,ACC0501,1712842400371,REFUND,1
1863,5513.86,ACC0957,ACC0509,1709863511635,PAYMENT,5
1864,5858.91,ACC0543,ACC0655,1729998100690,WITHDRAWAL,4
1865,7158.21,ACC0192,ACC0476,1733828380304,PURCHASE,1
1866,6953.73,ACC0109,ACC0348,1731523042632,PURCHASE,1
1867,6587.20,ACC0145,ACC0894,1723309226066,TRANSFER,1
1868,9028.36,ACC0694,ACC0527,1717809050846,PURCHASE,3
1869,5753.07,ACC0412,ACC0745,1729897311765,REFUND,1
1870,6051.37,ACC0073,ACC0257,1729908638340,PURCHASE,3
1871,607.49,ACC0913,ACC0872,1723488377994,TRANSFER,2
1872,9668.01,ACC0738,ACC0689,1708103314180,WITHDRAWAL,1
1873,8946.07,ACC0624,ACC0035,1706105167234,WITHDRAWAL,5
1874,6357.94,ACC0754,ACC0959,1734196802350,INTEREST,4
1875,9234.35,ACC0387,ACC0003,1728090777290,DEPOSIT,1
1876,3724.86,ACC0672,ACC0389,1720232361664,TRANSFER,3
1877,1095.61,ACC0306,ACC0472,1717039243268,INTEREST,3
1878,9602.90,ACC0424,ACC0092,1711155040283,DEPOSIT,4
1879,5821.88,ACC0501,ACC0185,1714050583541,PURCHASE,1
1880,9544.33,ACC0306,ACC0414,1724056655984,TRANSFER,5
1881,9038.09,ACC0060,ACC0120,1723817725139,TRANSFER,4
1882,9087.35,ACC0037,ACC0521,1710303904625,REFUND,4
1883,5453.50,ACC0534,ACC0463,1711953642893,DEPOSIT,2
1884,6383.03,ACC0349,ACC0002,1720147971718,WITHDRAWAL,3
1885,8229.43,ACC0179,ACC0596,1705432641936,PAYMENT,4
1886,1536.44,ACC0116,ACC0317,1710011540971,DEPOSIT,4
1887,1746.48,ACC0387,ACC0146,1720756116670,WITHDRAWAL,4
1888,6421.87,ACC0458,ACC0215,1716414411244,DEPOSIT,4
1889,6573.33,ACC0980,ACC0089,1706305423965,FEE,4
1890,8401.10,ACC0557,ACC0292,1721242029587,WITHDRAWAL,1
1891,426.83,ACC0911,ACC0535,1720979296104,WITHDRAWAL,2
1892,5788.45,ACC0467,ACC0244,1721109505998,REFUND,5
1893,2930.96,ACC0249,ACC0545,1716906420991,DEPOSIT,1
1894,395.95,ACC0654,ACC0746,1704143226924,TRANSFER,5
1895,7922.20,ACC0088,ACC0150,1705630725686,DEPOSIT,4
1896,1598.53,ACC0818,ACC0937,1705629646629,INTEREST,1
1897,1753.77,ACC0087,ACC0496,1715708269988,DEPOSIT,5
1898,9060.76,ACC0192,ACC0286,1713489976047,REFUND,1
1899,36.96,ACC0370,ACC0889,1732246280214,INTEREST,5
1900,5912.96,ACC0948,ACC0990,1710850758649,FEE,2
1901,906.49,ACC0799,ACC0372,1734962073836,PURCHASE,2
1902,1310.33,ACC0357,ACC0208,1715464896328,PAYMENT,3
1903,3521.35,ACC0154,ACC0591,1720044856191,DEPOSIT,3
1904,873.55,ACC0517,ACC0264,1734581967580,PURCHASE,2
1905,8830.95,ACC0026,ACC0301,1719919181131,PAYMENT,4
1906,847.38,ACC0531,ACC0091,1709468667307,TRANSFER,3
1907,2411.98,ACC0536,ACC0264,1733016161875,REFUND,5
1908,1660.86,ACC0637,ACC0593,1714767398104,REFUND,1
1909,3298.18,ACC0080,ACC0481,1711477863019,DEPOSIT,2
1910,952.14,ACC0008,ACC0146,1729784420314,PURCHASE,3
1911,3128.31,ACC0951,ACC0136,1717351270837,WITHDRAWAL,1
1912,1822.41,ACC0819,ACC0386,1715403010724,REFUND,3
1913,9187.23,ACC0649,ACC0191,1709954666087,FEE,2
1914,9060.76,ACC0192,ACC0286,1713489976806,REFUND,1
1915,6439.26,ACC0951,ACC0636,1719030606108,PURCHASE,1
1916,60000.00,ACC0559,ACC0661,1726962409482,INTEREST,4
1917,8912.15,ACC0959,ACC0688,1708141507895,PAYMENT,2
1918,6579.16,ACC0315,ACC0543,1726796070725,FEE,3
1919,2914.98,ACC0102,ACC0713,1716813959525,PAYMENT,2
1920,8447.09,ACC0727,ACC0276,1730361537220,TRANSFER,5
1921,737.54,ACC0726,ACC0262,1724560323427,PURCHASE,4
1922,663.30,ACC0116,ACC0362,1730251013837,PURCHASE,3
1923,1867.51,ACC0730,ACC0098,1733722073165,REFUND,2
1924,4581.06,ACC0357,ACC0635,1708569967995,FEE,5
1925,2095.80,ACC0903,ACC0213,1731788773168,PAYMENT,2
1926,370.85,ACC0227,ACC0589,1716893178717,WITHDRAWAL,4
1927,5467.32,ACC0918,ACC0082,1716893006777,FEE,3
1928,3225.74,ACC0929,ACC0582,1714958582692,REFUND,5
1929,4100.55,ACC0999,ACC0369,1705655749775,REFUND,5
1930,5539.98,ACC0078,ACC0146,1727769381961,PAYMENT,5
1931,5560.02,ACC0195,ACC0859,1715397326152,FEE,4
1932,2991.38,ACC0203,ACC0079,1716618016374,FEE,2
1933,955.68,ACC0298,ACC0189,1723249628609,WITHDRAWAL,3
1934,7500.65,ACC0425,ACC0678,1721045828734,PURCHASE,1
1935,2832.11,ACC0793,ACC0810,1723529966802,FEE,1
1936,9712.46,ACC0502,ACC0098,1715159463740,WITHDRAWAL,4
1937,8244.89,ACC0227,ACC0708,1704879775016,FEE,4
1938,8730.30,ACC0739,ACC0293,1715093524835,FEE,3
1939,8076.78,ACC0410,ACC0070,1721096457119,REFUND,2
1940,5399.09,ACC0527,ACC0096,1727732408821,PAYMENT,5
1941,3367.75,ACC0107,ACC0511,1727572314795,INTEREST,4
1942,6090.10,ACC0924,ACC0661,1708136023395,REFUND,5
1943,4642.98,ACC0670,ACC0825,1705797100064,DEPOSIT,1
1944,6866.90,ACC0089,ACC0677,1707016198088,WITHDRAWAL,5
1945,9871.79,ACC0903,ACC0226,1735576339149,PAYMENT,1
1946,4849.65,ACC0635,ACC0995,1725217243744,DEPOSIT,1
1947,465.43,ACC0825,ACC0247,1711953271270,TRANSFER,1
1948,9990.47,ACC0717,ACC0666,1724105031115,WITHDRAWAL,2
1949,60000.00,ACC0774,ACC0182,1704343935082,REFUND,5
1950,4528.51,ACC0505,ACC0177,1729540784426,FEE,2
1951,8752.18,ACC0457,ACC0466,1724628274371,TRANSFER,4
1952,1189.47,ACC0215,ACC0871,1706356623914,PAYMENT,4
1953,1771.49,ACC0548,ACC0246,1734812408744,DEPOSIT,2
1954,3748.56,ACC0584,ACC0672,1726149418401,FEE,4
1955,7677.31,ACC0610,ACC0090,1722114198939,WITHDRAWAL,5
1956,3921.61,ACC0700,ACC0973,1729172678304,WITHDRAWAL,4
1957,2969.49,ACC0351,ACC0822,1704469701011,DEPOSIT,1
1958,8599.27,ACC0357,ACC0692,1706604167021,INTEREST,3
1959,3283.39,ACC0409,ACC0556,1721426747511,FEE,4
1960,5103.77,ACC0342,ACC0773,1713820578453,REFUND,3
1961,3568.87,ACC0038,ACC0681,1729648027616,FEE,4
1962,9684.92,ACC0604,ACC0913,1731850905127,DEPOSIT,3
1963,8620.26,ACC0508,ACC0817,1731983704359,INTEREST,1
1964,9112.28,ACC0133,ACC0158,1711281742346,INTEREST,5
1965,7277.74,ACC0102,ACC0400,1707195321433,WITHDRAWAL,4
1966,4127.84,ACC0290,ACC0155,1735073660276,PAYMENT,3
1967,3902.51,ACC0527,ACC0141,1730422901355,REFUND,2
1968,5458.84,ACC0783,ACC0512,1723154848752,DEPOSIT,2
1969,4433.94,ACC0347,ACC0145,1721396067799,REFUND,2
1970,5345.67,ACC0618,ACC0685,1706508674097,DEPOSIT,3
1971,6466.20,ACC0167,ACC0211,1722925605413,PURCHASE,3
1972,2463.57,ACC0658,ACC0334,1718527538633,WITHDRAWAL,2
1973,4739.57,ACC0847,ACC0786,1722568978133,REFUND,1
1974,2455.95,ACC0057,ACC0966,1733083245203,PURCHASE,1
1975,9489.46,ACC0723,ACC0840,1728101949816,INTEREST,4
1976,955.68,ACC0298,ACC0189,1723249628935,WITHDRAWAL,3
1977,4906.34,ACC0408,ACC0921,1708233999053,REFUND,5
1978,6847.05,ACC0561,ACC0563,1726461077616,DEPOSIT,1
1979,5399.61,ACC0790,ACC0379,1713409468853,REFUND,5
1980,9881.18,ACC0776,ACC0007,1708104309582,INTEREST,5
1981,2505.95,ACC0442,ACC0314,1720035821223,INTEREST,5
1982,7668.13,ACC0761,ACC0356,1706890451426,INTEREST,4
1983,60000.00,ACC0491,ACC0094,1719852896954,PURCHASE,1
1984,1232.63,ACC0757,ACC0659,1733005391911,FEE,5
1985,5669.39,ACC0850,ACC0554,1705905814470,PURCHASE,4
1986,5934.12,ACC0197,ACC0486,1722356043153,FEE,4
1987,4293.67,ACC0664,ACC0505,1723822695254,DEPOSIT,4
1988,165.22,ACC0799,ACC0705,1723832490667,INTEREST,1
1989,2142.63,ACC0210,ACC0861,1705588848202,INTEREST,1
1990,533.63,ACC0316,ACC0953,1714099288143,PURCHASE,1
1991,8177.24,ACC0965,ACC0209,1709925769407,PURCHASE,5
1992,8162.31,ACC0862,ACC0325,1735007514098,WITHDRAWAL,2
1993,1009.71,ACC0264,ACC0004,1722446216265,REFUND,4
1994,469.01,ACC0048,ACC0359,1713297991041,PURCHASE,1
1995,2042.24,ACC0227,ACC0253,1732406645797,INTEREST,4
1996,3907.51,ACC0152,ACC0038,1719111527849,INTEREST,2
1997,1851.40,ACC0674,ACC0621,1724332344736,PURCHASE,2
1998,8078.01,ACC0686,ACC0057,1729825470272,REFUND,5
1999,1698.75,ACC0675,ACC0352,1717039945887,TRANSFER,5
2000,2150.13,ACC0591,ACC0689,1710612331786,REFUND,2
2001,6836.45,ACC0298,ACC0409,1720884941978,TRANSFER,3
2002,6460.76,ACC0893,ACC0276,1713032249733,INTEREST,2
2003,4437.73,ACC0413,ACC0200,1704736481861,PURCHASE,5
2004,1391.47,ACC0324,ACC0690,1706858810924,FEE,1
2005,8123.18,ACC0169,ACC0806,1710179632602,PAYMENT,5
2006,694.00,ACC0280,ACC0498,1704570683869,PAYMENT,2
2007,8764.08,ACC0377,ACC0536,1732029577634,WITHDRAWAL,4
2008,5205.56,ACC0172,ACC0474,1721122689473,FEE,1
2009,5115.48,ACC0296,ACC0167,1728959951415,REFUND,3
2010,5943.29,ACC0431,ACC0296,1727795289562,WITHDRAWAL,4
2011,5263.15,ACC0604,ACC0026,1712900649253,PURCHASE,5
2012,2252.67,ACC0001,ACC0546,1721395529250,REFUND,5
2013,4706.71,ACC0950,ACC0208,1719610688863,FEE,1
2014,160.53,ACC0116,ACC0310,1724606376557,DEPOSIT,2
2015,8893.02,ACC0514,ACC0005,1731416039214,TRANSFER,5
2016,1581.60,ACC0418,ACC0608,1725999961731,PURCHASE,3
2017,9740.89,ACC0468,ACC0846,1708985155186,WITHDRAWAL,4
2018,7930.13,ACC0567,ACC0795,1724432334797,REFUND,3
2019,9565.44,ACC0173,ACC0511,1732480071595,PURCHASE,5
2020,9495.47,ACC0634,ACC0033,1721466600159,DEPOSIT,5
2021,3865.77,ACC0739,ACC0645,1722099483455,INTEREST,3
2022,1192.72,ACC0084,ACC0787,1709362465035,WITHDRAWAL,1
2023,9925.49,ACC0144,ACC0917,1721192526945,INTEREST,4
2024,2194.66,ACC0971,ACC0713,1713471685335,FEE,1
2025,6479.65,ACC0392,ACC0303,1704601813911,DEPOSIT,1
2026,3472.24,ACC0413,ACC0724,1734636243356,FEE,1
2027,6959.05,ACC0590,ACC0848,1708487056324,DEPOSIT,5
2028,5942.04,ACC0978,ACC0672,1719118766069,TRANSFER,3
2029,6961.91,ACC0194,ACC0015,1734654048382,DEPOSIT,4
2030,4522.71,ACC0848,ACC0382,1725170385646,DEPOSIT,4
2031,4710.33,ACC0092,ACC0479,1706780656660,REFUND,1
2032,726.79,ACC0540,ACC0261,1729215078566,DEPOSIT,5
2033,1355.74,ACC0266,ACC0693,1722229858317,FEE,5
2034,2594.64,ACC0821,ACC0654,1725529605151,INTEREST,3
2035,2846.15,ACC0526,ACC0318,1715183635939,DEPOSIT,3
2036,7816.90,ACC0740,ACC0978,1708833316459,PURCHASE,4
2037,6288.92,ACC0170,ACC0031,1707671444562,PAYMENT,5
2038,6871.62,ACC0628,ACC0775,1731346145278,PURCHASE,4
2039,462.41,ACC0660,ACC0877,1726623472003,FEE,4
2040,6336.19,ACC0102,ACC0028,1729322430857,FEE,4
2041,4480.72,ACC0277,ACC0014,1705206820078,FEE,5
2042,5531.40,ACC0893,ACC0191,1717976108715,PURCHASE,2
2043,4597.22,ACC0152,ACC0329,1712267118477,REFUND,3
2044,3446.92,ACC0805,ACC0056,1733482603808,REFUND,3
2045,605.58,ACC0086,ACC0436,1726688979985,DEPOSIT,4
2046,3666.76,ACC0062,ACC0237,1718380609198,WITHDRAWAL,2
2047,9338.14,ACC0295,ACC0416,1730392834269,INTEREST,3
2048,4412.63,ACC0003,ACC0752,1711891662046,REFUND,1
2049,5323.34,ACC0883,ACC0912,1716339122404,TRANSFER,2
2050,9994.04,ACC0676,ACC0682,1721942809932,DEPOSIT,4
2051,7295.24,ACC0148,ACC0745,1719874495226,WITHDRAWAL,3
2052,3968.36,ACC0756,ACC0191,1731711008927,TRANSFER,4
2053,5249.94,ACC0222,ACC0479,1720656479619,WITHDRAWAL,1
2054,7608.32,ACC0997,ACC0417,1712404698331,PURCHASE,2
2055,5101.03,ACC0614,ACC0412,1735602018434,REFUND,5
2056,60000.00,ACC0092,ACC0129,1726974247150,REFUND,1
2057,5446.68,ACC0713,ACC0390,1714937155559,FEE,5
2058,3668.04,ACC0550,ACC0615,1716721415878,WITHDRAWAL,2
2059,8097.01,ACC0426,ACC0158,1733547479743,INTEREST,3
2060,4270.25,ACC0385,ACC0532,1710662642759,FEE,2
2061,6798.63,ACC0908,ACC0124,1729949015917,FEE,3
2062,7571.27,ACC0244,ACC0100,1721782474116,FEE,5
2063,2398.81,ACC0187,ACC0025,1733515521122,WITHDRAWAL,2
2064,9858.99,ACC0449,ACC0461,1727853357499,TRANSFER,5
2065,9639.12,ACC0589,ACC0101,1730798119126,PURCHASE,5
2066,524.09,ACC0776,ACC0888,1709672810597,TRANSFER,2
2067,3915.74,ACC0877,ACC0541,1726269685091,DEPOSIT,1
2068,2688.78,ACC0807,ACC0420,1721926794033,PAYMENT,5
2069,9097.94,ACC0450,ACC0919,1715140658562,WITHDRAWAL,5
2070,4582.71,ACC0612,ACC0719,1726833319037,PURCHASE,1
2071,6071.11,ACC0813,ACC0614,1719690015609,WITHDRAWAL,4
2072,3984.28,ACC0421,ACC0099,1711544004036,FEE,5
2073,9439.41,ACC0697,ACC0219,1727049196498,PAYMENT,2
2074,384.42,ACC0105,ACC0139,1725486824489,PAYMENT,2
2075,6813.95,ACC0633,ACC0587,1735584890537,PAYMENT,3
2076,4300.85,ACC0899,ACC0811,1731732269009,REFUND,4
2077,1603.41,ACC0200,ACC0127,1721982360741,REFUND,2
2078,2033.78,ACC0470,ACC0484,1716004590367,WITHDRAWAL,2
2079,3525.65,ACC0587,ACC0730,1721003529149,PAYMENT,1
2080,8650.95,ACC0528,ACC0464,1704941532075,PAYMENT,2
2081,7321.38,ACC0323,ACC0133,1718981729005,DEPOSIT,2
2082,289.99,ACC0782,ACC0203,1718728547813,REFUND,4
2083,4816.20,ACC0499,ACC0711,1721123216176,INTEREST,4
2084,8060.35,ACC0336,ACC0258,1715537375818,FEE,3
2085,2314.44,ACC0046,ACC0786,1728743981634,INTEREST,2
2086,2423.30,ACC0698,ACC0860,1705130993146,PURCHASE,3
2087,6529.55,ACC0540,ACC0563,1717611688489,DEPOSIT,4
2088,8550.63,ACC0434,ACC0145,1717910539916,DEPOSIT,4
2089,8122.09,ACC0868,ACC0777,1704984588506,PURCHASE,2
2090,1152.94,ACC0925,ACC0270,1726122130963,INTEREST,4
2091,4720.93,ACC0314,ACC0663,1731837436966,PURCHASE,5
2092,5575.44,ACC0252,ACC0287,1711700339820,PURCHASE,4
2093,6612.94,ACC0224,ACC0031,1734301440726,TRANSFER,2
2094,6860.89,ACC0412,ACC0703,1716749707135,TRANSFER,2
2095,3008.37,ACC0297,ACC0289,1718692092622,REFUND,4
2096,8044.36,ACC0358,ACC0807,1723660372123,FEE,2
2097,1328.99,ACC0016,ACC0516,1704467869181,PAYMENT,5
2098,4284.91,ACC0275,ACC0193,1713923234101,PAYMENT,1
2099,4873.05,ACC0213,ACC0752,1712669678715,WITHDRAWAL,5
2100,6278.95,ACC0471,ACC0349,1723518073450,PURCHASE,2
2101,3276.56,ACC0667,ACC0071,1718108992750,PURCHASE,4
2102,5041.17,ACC0559,ACC0956,1707594583455,DEPOSIT,1
2103,6962.27,ACC0755,ACC0456,1715672485197,INTEREST,2
2104,2304.61,ACC0814,ACC0316,1725726768679,PURCHASE,1
2105,6018.02,ACC0774,ACC0230,1709018257251,WITHDRAWAL,5
2106,440.03,ACC0922,ACC0089,1715271847226,REFUND,1
2107,7564.93,ACC0016,ACC0880,1709196371300,WITHDRAWAL,2
2108,2151.57,ACC0189,ACC0020,1716219988695,REFUND,5
2109,4667.17,ACC0451,ACC0057,1721904875228,WITHDRAWAL,1
2110,6244.88,ACC0936,ACC0797,1712268067657,WITHDRAWAL,5
2111,7107.39,ACC0747,ACC0637,1730027784418,DEPOSIT,4
2112,5649.80,ACC0051,ACC0392,1723491871158,FEE,1
2113,60000.00,ACC0695,ACC0380,1732466718168,REFUND,4
2114,7421.29,ACC0162,ACC0815,1722112039786,TRANSFER,1
2115,6953.76,ACC0025,ACC0797,1731614506471,TRANSFER,4
2116,9472.78,ACC0560,ACC0885,1713820908035,WITHDRAWAL,5
2117,1294.05,ACC0861,ACC0914,1727787751056,FEE,1
2118,4560.10,ACC0103,ACC0682,1709507865238,PAYMENT,4
2119,3103.89,ACC0083,ACC0226,1705520478220,WITHDRAWAL,3
2120,6631.82,ACC0162,ACC0381,1733513996358,FEE,1
2121,2571.71,ACC0092,ACC0826,1707438255830,DEPOSIT,4
2122,6191.43,ACC0801,ACC0186,1724195011760,INTEREST,2
2123,6916.21,ACC0410,ACC0532,1730504831237,TRANSFER,4
2124,4923.03,ACC0346,ACC0964,1709809150372,DEPOSIT,4
2125,884.05,ACC0195,ACC0194,1716919670399,REFUND,4
2126,354.28,ACC0051,ACC0411,1719626705631,DEPOSIT,1
2127,8100.11,ACC0097,ACC0064,1714991415416,DEPOSIT,2
2128,4068.06,ACC0794,ACC0807,1727404460581,FEE,2
2129,4965.29,ACC0093,ACC0956,1705828206258,TRANSFER,3
2130,3562.75,ACC0951,ACC0357,1704727537616,DEPOSIT,2
2131,2877.14,ACC0101,ACC0714,1711602191801,REFUND,1
2132,3451.31,ACC0129,ACC0133,1734351881003,INTEREST,4
2133,9325.16,ACC0067,ACC0097,1707466206916,WITHDRAWAL,1
2134,8059.16,ACC0132,ACC0586,1720218674715,FEE,3
2135,4929.90,ACC0300,ACC0139,1719485335265,FEE,5
2136,9372.20,ACC0439,ACC0386,1726155359194,TRANSFER,4
2137,4705.82,ACC0786,ACC0470,1713273882683,DEPOSIT,1
2138,9673.77,ACC0452,ACC0819,1735689497408,WITHDRAWAL,3
2139,3322.39,ACC0019,ACC0130,1716635040943,DEPOSIT,3
2140,3019.14,ACC0172,ACC0495,1729012103629,PURCHASE,5
2141,84.22,ACC0151,ACC0426,1710741387803,PURCHASE,5
2142,9377.36,ACC0431,ACC0658,1722476736863,PURCHASE,2
2143,1447.55,ACC0714,ACC0934,1727581276961,TRANSFER,2
2144,9843.97,ACC0042,ACC0030,1704923837820,REFUND,2
2145,7324.79,ACC0404,ACC0650,1726650753558,TRANSFER,5
2146,9318.00,ACC0880,ACC0305,1704910961346,TRANSFER,2
2147,7042.26,ACC0893,ACC0072,1718558384373,PAYMENT,5
2148,8838.90,ACC0334,ACC0074,1732779144918,PURCHASE,3
2149,3722.06,ACC0994,ACC0809,1720983473002,REFUND,1
2150,6147.42,ACC0432,ACC0998,1722243902208,FEE,5
2151,7237.95,ACC0784,ACC0429,1716420972305,TRANSFER,2
2152,2966.75,ACC0416,ACC0725,1704409014447,WITHDRAWAL,2
2153,6027.98,ACC0796,ACC0850,1725355633476,INTEREST,5
2154,9313.20,ACC0180,ACC0188,1728578004125,INTEREST,1
2155,4287.77,ACC0089,ACC0132,1715673073893,PURCHASE,1
2156,7381.18,ACC0221,ACC0734,1724071103504,PURCHASE,2
2157,3383.66,ACC0712,ACC0055,1705941056662,PAYMENT,5
2158,6721.54,ACC0868,ACC0618,1726479483311,PURCHASE,3
2159,5702.63,ACC0884,ACC0228,1709112288812,FEE,2
2160,8264.62,ACC0600,ACC0802,1722215229992,INTEREST,4
2161,3234.59,ACC0734,ACC0181,1726291043103,DEPOSIT,4
2162,1174.37,ACC0483,ACC0025,1724944320909,PURCHASE,3
2163,979.25,ACC0425,ACC0677,1707133225670,WITHDRAWAL,3
2164,3638.19,ACC0075,ACC0112,1708262769833,WITHDRAWAL,2
2165,1578.01,ACC0879,ACC0330,1713366285446,TRANSFER,5
2166,8964.12,ACC0506,ACC0048,1726303327700,PURCHASE,3
2167,4600.73,ACC0597,ACC0269,1725786272652,WITHDRAWAL,1
2168,381.67,ACC0263,ACC0792,1730029777027,FEE,5
2169,6663.15,ACC0029,ACC0050,1726483109813,DEPOSIT,1
2170,8791.25,ACC0709,ACC0312,1711528612572,INTEREST,3
2171,2954.68,ACC0357,ACC0614,1713840674262,FEE,2
2172,3721.73,ACC0337,ACC0062,1714303920931,TRANSFER,3
2173,3196.29,ACC0214,ACC0528,1719416477122,REFUND,5
2174,1550.02,ACC0929,ACC0474,1734115553817,REFUND,1
2175,3406.84,ACC0478,ACC0921,1717987799837,WITHDRAWAL,4
2176,1633.68,ACC0257,ACC0737,1705957086101,DEPOSIT,5
2177,2604.76,ACC0048,ACC0202,1721045032101,INTEREST,4
2178,1910.00,ACC0840,ACC0770,1728195238616,REFUND,4
2179,7413.74,ACC0426,ACC0501,1710763879850,TRANSFER,3
2180,4373.36,ACC0731,ACC0448,1734206054355,FEE,3
2181,1977.02,ACC0170,ACC0899,1710276849921,WITHDRAWAL,4
2182,4977.66,ACC0842,ACC0090,1711394642374,DEPOSIT,3
2183,5971.55,ACC0146,ACC0509,1731265089595,INTEREST,4
2184,294.51,ACC0681,ACC0945,1725707632571,TRANSFER,3
2185,1496.18,ACC0257,ACC0722,1712110477865,PURCHASE,2
2186,5127.93,ACC0808,ACC0919,1715478518029,TRANSFER,3
2187,1838.17,ACC0784,ACC0349,1730671320406,DEPOSIT,2
2188,4460.76,ACC0988,ACC0186,1716447733474,REFUND,5
2189,5194.16,ACC0825,ACC0114,1722484657749,FEE,4
2190,6472.53,ACC0539,ACC0717,1718373525292,WITHDRAWAL,4
2191,8321.20,ACC0213,ACC0526,1728384202861,FEE,4
2192,2727.47,ACC0932,ACC0825,1704980016770,WITHDRAWAL,1
2193,7277.80,ACC0461,ACC0949,1734976899516,PURCHASE,2
2194,4478.29,ACC0935,ACC0870,1713141745038,INTEREST,1
2195,299.70,ACC0874,ACC0293,1733428543663,TRANSFER,2
2196,4308.62,ACC0879,ACC0935,1725140218884,REFUND,5
2197,1079.76,ACC0835,ACC0885,1721617996810,DEPOSIT,1
2198,3730.82,ACC0235,ACC0712,1718477528285,INTEREST,1
2199,9631.87,ACC0231,ACC0434,1720046721956,REFUND,5
2200,2330.09,ACC0976,ACC0997,1725579467878,PAYMENT,3
2201,4740.52,ACC0410,ACC0911,1709568904585,INTEREST,3
2202,392.86,ACC0945,ACC0578,1709144912090,WITHDRAWAL,2
2203,4090.45,ACC0372,ACC0538,1707031449279,FEE,3
2204,4204.13,ACC0183,ACC0090,1735034664267,INTEREST,2
2205,49.92,ACC0650,ACC0583,1705445629564,DEPOSIT,5
2206,3193.39,ACC0376,ACC0763,1714473031216,INTEREST,5
2207,9038.45,ACC0050,ACC0833,1710208015413,DEPOSIT,4
2208,6544.54,ACC0185,ACC0312,1711997689470,TRANSFER,4
2209,4258.21,ACC0057,ACC0459,1710115967038,FEE,2
2210,8313.17,ACC0163,ACC0411,1714536207465,FEE,3
2211,4123.91,ACC0722,ACC0341,1726907972737,PAYMENT,1
2212,2743.89,ACC0672,ACC0387,1713248037385,FEE,3
2213,8111.61,ACC0738,ACC0500,1709682893603,DEPOSIT,3
2214,8420.57,ACC0995,ACC0067,1733815948505,INTEREST,3
2215,3118.33,ACC0309,ACC0447,1717091405488,REFUND,1
2216,3572.27,ACC0320,ACC0637,1728030299251,WITHDRAWAL,1
2217,6024.22,ACC0963,ACC0706,1718590609265,REFUND,5
2218,2176.79,ACC0463,ACC0374,1720843177621,FEE,2
2219,9953.10,ACC0179,ACC0692,1718032018744,INTEREST,5
2220,7116.74,ACC0166,ACC0802,1732923283823,TRANSFER,2
2221,9837.87,ACC0228,ACC0951,1729125119361,INTEREST,5
2222,9002.61,ACC0190,ACC0109,1722146652037,FEE,5
2223,1941.31,ACC0291,ACC0537,1734735856669,FEE,4
2224,9693.85,ACC0974,ACC0148,1729495827522,WITHDRAWAL,4
2225,3682.20,ACC0597,ACC0697,1717587808882,WITHDRAWAL,2
2226,6653.87,ACC1000,ACC0622,1726043478424,PAYMENT,2
2227,4271.79,ACC0720,ACC0044,1720265531848,INTEREST,5
2228,9763.98,ACC0742,ACC0467,1725947049462,TRANSFER,1
2229,4695.20,ACC0209,ACC0880,1717920474786,TRANSFER,5
2230,8716.76,ACC0878,ACC0176,1717579852125,WITHDRAWAL,1
2231,3524.68,ACC0162,ACC0378,1733766395922,WITHDRAWAL,4
2232,6212.13,ACC0315,ACC0220,1714600143306,WITHDRAWAL,3
2233,5991.03,ACC0390,ACC0377,1704810701966,DEPOSIT,1
2234,7172.75,ACC0574,ACC0347,1728287875335,WITHDRAWAL,1
2235,2663.64,ACC0295,ACC0075,1732674623034,TRANSFER,2
2236,8292.96,ACC0765,ACC0879,1722214568825,REFUND,4
2237,1125.69,ACC0543,ACC0650,1722908666935,REFUND,3
2238,1201.22,ACC0740,ACC0020,1735115619280,INTEREST,1
2239,2405.14,ACC0081,ACC0628,1704115454846,TRANSFER,2
2240,57.22,ACC0720,ACC0179,1729154836854,PURCHASE,3
2241,9938.61,ACC0805,ACC0181,1716638595895,PURCHASE,2
