id,amount,source_account,dest_account,timestamp,category,priority
2061,6798.63,ACC0908,ACC0124,1729949015917,FEE,3
2062,7571.27,ACC0244,ACC0100,1721782474116,FEE,5
2063,2398.81,ACC0187,ACC0025,1733515521122,WITHDRAWAL,2
2064,9858.99,ACC0449,ACC0461,1727853357499,TRANSFER,5
2065,9639.12,ACC0589,ACC0101,1730798119126,PURCHASE,5
2066,524.09,ACC0776,ACC0888,1709672810597,TRANSFER,2
2067,3915.74,ACC0877,ACC0541,1726269685091,DEPOSIT,1
2068,2688.78,ACC0807,ACC0420,1721926794033,PAYMENT,5
2069,9097.94,ACC0450,ACC0919,1715140658562,WITHDRAWAL,5
2070,4582.71,ACC0612,ACC0719,1726833319037,PURCHASE,1
2071,6071.11,ACC0813,ACC0614,1719690015609,WITHDRAWAL,4
2072,3984.28,ACC0421,ACC0099,1711544004036,FEE,5
2073,9439.41,ACC0697,ACC0219,1727049196498,PAYMENT,2
2074,384.42,ACC0105,ACC0139,1725486824489,PAYMENT,2
2075,6813.95,ACC0633,ACC0587,1735584890537,PAYMENT,3
2076,4300.85,ACC0899,ACC0811,1731732269009,REFUND,4
2077,1603.41,ACC0200,ACC0127,1721982360741,REFUND,2
2078,2033.78,ACC0470,ACC0484,1716004590367,WITHDRAWAL,2
2079,3525.65,ACC0587,ACC0730,1721003529149,PAYMENT,1
2080,8650.95,ACC0528,ACC0464,1704941532075,PAYMENT,2
2081,7321.38,ACC0323,ACC0133,1718981729005,DEPOSIT,2
2082,289.99,ACC0782,ACC0203,1718728547813,REFUND,4
2083,4816.20,ACC0499,ACC0711,1721123216176,INTEREST,4
2084,8060.35,ACC0336,ACC0258,1715537375818,FEE,3
2085,2314.44,ACC0046,ACC0786,1728743981634,INTEREST,2
2086,2423.30,ACC0698,ACC0860,1705130993146,PURCHASE,3
2087,6529.55,ACC0540,ACC0563,1717611688489,DEPOSIT,4
2088,8550.63,ACC0434,ACC0145,1717910539916,DEPOSIT,4
2089,8122.09,ACC0868,ACC0777,1704984588506,PURCHASE,2
2090,1152.94,ACC0925,ACC0270,1726122130963,INTEREST,4
2091,4720.93,ACC0314,ACC0663,1731837436966,PURCHASE,5
2092,5575.44,ACC0252,ACC0287,1711700339820,PURCHASE,4
2093,6612.94,ACC0224,ACC0031,1734301440726,TRANSFER,2
2094,6860.89,ACC0412,ACC0703,1716749707135,TRANSFER,2
2095,3008.37,ACC0297,ACC0289,1718692092622,REFUND,4
2096,8044.36,ACC0358,ACC0807,1723660372123,FEE,2
2097,1328.99,ACC0016,ACC0516,1704467869181,PAYMENT,5
2098,4284.91,ACC0275,ACC0193,1713923234101,PAYMENT,1
2099,4873.05,ACC0213,ACC0752,1712669678715,WITHDRAWAL,5
2100,6278.95,ACC0471,ACC0349,1723518073450,PURCHASE,2
2101,3276.56,ACC0667,ACC0071,1718108992750,PURCHASE,4
2102,5041.17,ACC0559,ACC0956,1707594583455,DEPOSIT,1
2103,6962.27,ACC0755,ACC0456,1715672485197,INTEREST,2
2104,2304.61,ACC0814,ACC0316,1725726768679,PURCHASE,1
2105,6018.02,ACC0774,ACC0230,1709018257251,WITHDRAWAL,5
2106,440.03,ACC0922,ACC0089,1715271847226,REFUND,1
2107,7564.93,ACC0016,ACC0880,1709196371300,WITHDRAWAL,2
2108,2151.57,ACC0189,ACC0020,1716219988695,REFUND,5
2109,4667.17,ACC0451,ACC0057,1721904875228,WITHDRAWAL,1
2110,6244.88,ACC0936,ACC0797,1712268067657,WITHDRAWAL,5
2111,7107.39,ACC0747,ACC0637,1730027784418,DEPOSIT,4
2112,5649.80,ACC0051,ACC0392,1723491871158,FEE,1
2113,60000.00,ACC0695,ACC0380,1732466718168,REFUND,4
2114,7421.29,ACC0162,ACC0815,1722112039786,TRANSFER,1
2115,6953.76,ACC0025,ACC0797,1731614506471,TRANSFER,4
2116,9472.78,ACC0560,ACC0885,1713820908035,WITHDRAWAL,5
2117,1294.05,ACC0861,ACC0914,1727787751056,FEE,1
2118,4560.10,ACC0103,ACC0682,1709507865238,PAYMENT,4
2119,3103.89,ACC0083,ACC0226,1705520478220,WITHDRAWAL,3
2120,6631.82,ACC0162,ACC0381,1733513996358,FEE,1
2121,2571.71,ACC0092,ACC0826,1707438255830,DEPOSIT,4
2122,6191.43,ACC0801,ACC0186,1724195011760,INTEREST,2
2123,6916.21,ACC0410,ACC0532,1730504831237,TRANSFER,4
2124,4923.03,ACC0346,ACC0964,1709809150372,DEPOSIT,4
2125,884.05,ACC0195,ACC0194,1716919670399,REFUND,4
2126,354.28,ACC0051,ACC0411,1719626705631,DEPOSIT,1
2127,8100.11,ACC0097,ACC0064,1714991415416,DEPOSIT,2
2128,4068.06,ACC0794,ACC0807,1727404460581,FEE,2
2129,4965.29,ACC0093,ACC0956,1705828206258,TRANSFER,3
2130,3562.75,ACC0951,ACC0357,1704727537616,DEPOSIT,2
2131,2877.14,ACC0101,ACC0714,1711602191801,REFUND,1
2132,3451.31,ACC0129,ACC0133,1734351881003,INTEREST,4
2133,9325.16,ACC0067,ACC0097,1707466206916,WITHDRAWAL,1
2134,8059.16,ACC0132,ACC0586,1720218674715,FEE,3
2135,4929.90,ACC0300,ACC0139,1719485335265,FEE,5
2136,9372.20,ACC0439,ACC0386,1726155359194,TRANSFER,4
2137,4705.82,ACC0786,ACC0470,1713273882683,DEPOSIT,1
2138,9673.77,ACC0452,ACC0819,1735689497408,WITHDRAWAL,3
2139,3322.39,ACC0019,ACC0130,1716635040943,DEPOSIT,3
2140,3019.14,ACC0172,ACC0495,1729012103629,PURCHASE,5
2141,84.22,ACC0151,ACC0426,1710741387803,PURCHASE,5
2142,9377.36,ACC0431,ACC0658,1722476736863,PURCHASE,2
2143,1447.55,ACC0714,ACC0934,1727581276961,TRANSFER,2
2144,9843.97,ACC0042,ACC0030,1704923837820,REFUND,2
2145,7324.79,ACC0404,ACC0650,1726650753558,TRANSFER,5
2146,9318.00,ACC0880,ACC0305,1704910961346,TRANSFER,2
2147,7042.26,ACC0893,ACC0072,1718558384373,PAYMENT,5
2148,8838.90,ACC0334,ACC0074,1732779144918,PURCHASE,3
2149,3722.06,ACC0994,ACC0809,1720983473002,REFUND,1
2150,6147.42,ACC0432,ACC0998,1722243902208,FEE,5
2151,7237.95,ACC0784,ACC0429,1716420972305,TRANSFER,2
2152,2966.75,ACC0416,ACC0725,1704409014447,WITHDRAWAL,2
2153,6027.98,ACC0796,ACC0850,1725355633476,INTEREST,5
2154,9313.20,ACC0180,ACC0188,1728578004125,INTEREST,1
2155,4287.77,ACC0089,ACC0132,1715673073893,PURCHASE,1
2156,7381.18,ACC0221,ACC0734,1724071103504,PURCHASE,2
2157,3383.66,ACC0712,ACC0055,1705941056662,PAYMENT,5
2158,6721.54,ACC0868,ACC0618,1726479483311,PURCHASE,3
2159,5702.63,ACC0884,ACC0228,1709112288812,FEE,2
2160,8264.62,ACC0600,ACC0802,1722215229992,INTEREST,4
2161,3234.59,ACC0734,ACC0181,1726291043103,DEPOSIT,4
2162,1174.37,ACC0483,ACC0025,1724944320909,PURCHASE,3
2163,979.25,ACC0425,ACC0677,1707133225670,WITHDRAWAL,3
2164,3638.19,ACC0075,ACC0112,1708262769833,WITHDRAWAL,2
2165,1578.01,ACC0879,ACC0330,1713366285446,TRANSFER,5
2166,8964.12,ACC0506,ACC0048,1726303327700,PURCHASE,3
2167,4600.73,ACC0597,ACC0269,1725786272652,WITHDRAWAL,1
2168,381.67,ACC0263,ACC0792,1730029777027,FEE,5
2169,6663.15,ACC0029,ACC0050,1726483109813,DEPOSIT,1
2170,8791.25,ACC0709,ACC0312,1711528612572,INTEREST,3
2171,2954.68,ACC0357,ACC0614,1713840674262,FEE,2
2172,3721.73,ACC0337,ACC0062,1714303920931,TRANSFER,3
2173,3196.29,ACC0214,ACC0528,1719416477122,REFUND,5
2174,1550.02,ACC0929,ACC0474,1734115553817,REFUND,1
2175,3406.84,ACC0478,ACC0921,1717987799837,WITHDRAWAL,4
2176,1633.68,ACC0257,ACC0737,1705957086101,DEPOSIT,5
2177,2604.76,ACC0048,ACC0202,1721045032101,INTEREST,4
2178,1910.00,ACC0840,ACC0770,1728195238616,REFUND,4
2179,7413.74,ACC0426,ACC0501,1710763879850,TRANSFER,3
2180,4373.36,ACC0731,ACC0448,1734206054355,FEE,3
2181,1977.02,ACC0170,ACC0899,1710276849921,WITHDRAWAL,4
2182,4977.66,ACC0842,ACC0090,1711394642374,DEPOSIT,3
2183,5971.55,ACC0146,ACC0509,1731265089595,INTEREST,4
2184,294.51,ACC0681,ACC0945,1725707632571,TRANSFER,3
2185,1496.18,ACC0257,ACC0722,1712110477865,PURCHASE,2
2186,5127.93,ACC0808,ACC0919,1715478518029,TRANSFER,3
2187,1838.17,ACC0784,ACC0349,1730671320406,DEPOSIT,2
2188,4460.76,ACC0988,ACC0186,1716447733474,REFUND,5
2189,5194.16,ACC0825,ACC0114,1722484657749,FEE,4
2190,6472.53,ACC0539,ACC0717,1718373525292,WITHDRAWAL,4
2191,8321.20,ACC0213,ACC0526,1728384202861,FEE,4
2192,2727.47,ACC0932,ACC0825,1704980016770,WITHDRAWAL,1
2193,7277.80,ACC0461,ACC0949,1734976899516,PURCHASE,2
2194,4478.29,ACC0935,ACC0870,1713141745038,INTEREST,1
2195,299.70,ACC0874,ACC0293,1733428543663,TRANSFER,2
2196,4308.62,ACC0879,ACC0935,1725140218884,REFUND,5
2197,1079.76,ACC0835,ACC0885,1721617996810,DEPOSIT,1
2198,3730.82,ACC0235,ACC0712,1718477528285,INTEREST,1
2199,9631.87,ACC0231,ACC0434,1720046721956,REFUND,5
2200,2330.09,ACC0976,ACC0997,1725579467878,PAYMENT,3
2201,4740.52,ACC0410,ACC0911,1709568904585,INTEREST,3
2202,392.86,ACC0945,ACC0578,1709144912090,WITHDRAWAL,2
2203,4090.45,ACC0372,ACC0538,1707031449279,FEE,3
2204,4204.13,ACC0183,ACC0090,1735034664267,INTEREST,2
2205,49.92,ACC0650,ACC0583,1705445629564,DEPOSIT,5
2206,3193.39,ACC0376,ACC0763,1714473031216,INTEREST,5
2207,9038.45,ACC0050,ACC0833,1710208015413,DEPOSIT,4
2208,6544.54,ACC0185,ACC0312,1711997689470,TRANSFER,4
2209,4258.21,ACC0057,ACC0459,1710115967038,FEE,2
2210,8313.17,ACC0163,ACC0411,1714536207465,FEE,3
2211,4123.91,ACC0722,ACC0341,1726907972737,PAYMENT,1
2212,2743.89,ACC0672,ACC0387,1713248037385,FEE,3
2213,8111.61,ACC0738,ACC0500,1709682893603,DEPOSIT,3
2214,8420.57,ACC0995,ACC0067,1733815948505,INTEREST,3
2215,3118.33,ACC0309,ACC0447,1717091405488,REFUND,1
2216,3572.27,ACC0320,ACC0637,1728030299251,WITHDRAWAL,1
2217,6024.22,ACC0963,ACC0706,1718590609265,REFUND,5
2218,2176.79,ACC0463,ACC0374,1720843177621,FEE,2
2219,9953.10,ACC0179,ACC0692,1718032018744,INTEREST,5
2220,7116.74,ACC0166,ACC0802,1732923283823,TRANSFER,2
2221,9837.87,ACC0228,ACC0951,1729125119361,INTEREST,5
2222,9002.61,ACC0190,ACC0109,1722146652037,FEE,5
2223,1941.31,ACC0291,ACC0537,1734735856669,FEE,4
2224,9693.85,ACC0974,ACC0148,1729495827522,WITHDRAWAL,4
2225,3682.20,ACC0597,ACC0697,1717587808882,WITHDRAWAL,2
2226,6653.87,ACC1000,ACC0622,1726043478424,PAYMENT,2
2227,4271.79,ACC0720,ACC0044,1720265531848,INTEREST,5
2228,9763.98,ACC0742,ACC0467,1725947049462,TRANSFER,1
2229,4695.20,ACC0209,ACC0880,1717920474786,TRANSFER,5
2230,8716.76,ACC0878,ACC0176,1717579852125,WITHDRAWAL,1
2231,3524.68,ACC0162,ACC0378,1733766395922,WITHDRAWAL,4
2232,6212.13,ACC0315,ACC0220,1714600143306,WITHDRAWAL,3
2233,5991.03,ACC0390,ACC0377,1704810701966,DEPOSIT,1
2234,7172.75,ACC0574,ACC0347,1728287875335,WITHDRAWAL,1
2235,2663.64,ACC0295,ACC0075,1732674623034,TRANSFER,2
2236,8292.96,ACC0765,ACC0879,1722214568825,REFUND,4
2237,1125.69,ACC0543,ACC0650,1722908666935,REFUND,3
2238,1201.22,ACC0740,ACC0020,1735115619280,INTEREST,1
2239,2405.14,ACC0081,ACC0628,1704115454846,TRANSFER,2
2240,57.22,ACC0720,ACC0179,1729154836854,PURCHASE,3
2241,9938.61,ACC0805,ACC0181,1716638595895,PURCHASE,2
2242,9379.94,ACC0936,ACC0047,1721516244083,PAYMENT,5
2243,3469.46,ACC0048,ACC0377,1718529833804,REFUND,2
2244,7414.93,ACC0447,ACC0618,1719120821570,TRANSFER,3
2245,9294.80,ACC0139,ACC0727,1704408181192,WITHDRAWAL,2
2246,3979.82,ACC0700,ACC0775,1731190320684,INTEREST,3
2247,5345.27,ACC0929,ACC0529,1708761785898,INTEREST,1
2248,6647.10,ACC0078,ACC0910,1706832464324,DEPOSIT,3
2249,1949.18,ACC0344,ACC0970,1717555715620,TRANSFER,4
2250,2762.21,ACC0794,ACC0626,1733250030381,FEE,5
2251,6718.83,ACC0585,ACC0251,1722864921241,PAYMENT,2
2252,968.40,ACC0076,ACC0102,1733451253792,INTEREST,1
2253,7627.26,ACC0214,ACC0877,1721010389796,DEPOSIT,4
2254,5619.45,ACC0883,ACC0264,1722693406443,REFUND,3
2255,1501.40,ACC0090,ACC0232,1721345078570,FEE,4
2256,2235.63,ACC0721,ACC0963,1708716594818,REFUND,3
2257,2212.68,ACC0973,ACC0250,1723332397267,FEE,4
2258,3146.22,ACC0469,ACC0399,1732334907653,PAYMENT,3
2259,2448.30,ACC0719,ACC0787,1717483593661,PAYMENT,3
2260,3291.99,ACC0778,ACC0579,1706158991723,PURCHASE,3
2261,6474.47,ACC0508,ACC0886,1725297498744,WITHDRAWAL,1
2262,7469.52,ACC0857,ACC0139,1713856676533,INTEREST,5
2263,222.97,ACC0129,ACC0452,1730137493225,PAYMENT,3
2264,5956.71,ACC0235,ACC0615,1732044502158,REFUND,4
2265,9999.74,ACC0213,ACC0220,1704664702111,REFUND,3
2266,8390.03,ACC0534,ACC0262,1727073327658,PURCHASE,4
2267,1844.42,ACC0044,ACC0117,1718488215338,FEE,4
2268,3076.08,ACC0036,ACC0507,1726623083541,INTEREST,5
2269,2023.00,ACC0454,ACC0650,1713182585211,TRANSFER,3
2270,7891.23,ACC0260,ACC0981,1708758893785,REFUND,4
2271,6501.85,ACC0909,ACC0861,1723445148231,TRANSFER,1
2272,8295.55,ACC0468,ACC0935,1723124002592,TRANSFER,4
2273,1167.16,ACC0164,ACC0801,1733107397288,FEE,3
2274,5974.33,ACC0335,ACC0346,1708517773917,REFUND,3
2275,8043.05,ACC0796,ACC0946,1731771402546,PAYMENT,4
2276,7835.40,ACC0118,ACC0633,1726587863569,REFUND,4
2277,5592.86,ACC0164,ACC0977,1720565746156,PURCHASE,3
2278,1707.83,ACC0194,ACC0752,1707960676728,REFUND,5
2279,2436.47,ACC0078,ACC0643,1711479782193,PAYMENT,2
2280,1259.61,ACC0504,ACC0830,1707285985555,WITHDRAWAL,5
2281,5521.68,ACC0678,ACC0582,1725811598544,PAYMENT,3
2282,4481.39,ACC0916,ACC0111,1722492170184,REFUND,5
2283,7599.40,ACC0648,ACC0696,1705404343420,REFUND,3
2284,8674.34,ACC0244,ACC0160,1723226070132,PURCHASE,4
2285,4393.55,ACC0803,ACC0916,1735612634762,FEE,5
2286,9501.90,ACC0961,ACC0860,1730930449585,INTEREST,1
2287,706.81,ACC0913,ACC0784,1707075462495,PAYMENT,1
2288,6244.48,ACC0065,ACC0720,1720375210027,PAYMENT,5
2289,5891.04,ACC0296,ACC0233,1710836696108,DEPOSIT,5
2290,5822.18,ACC0361,ACC0135,1731595919994,REFUND,3
2291,9991.06,ACC0619,ACC0417,1715818037659,WITHDRAWAL,1
2292,8087.60,ACC0961,ACC0198,1707481717560,PAYMENT,2
2293,2079.29,ACC0756,ACC0374,1719135452876,FEE,2
2294,5351.69,ACC0912,ACC0499,1731725001883,INTEREST,4
2295,1682.02,ACC0885,ACC0645,1721075838694,REFUND,1
2296,7261.78,ACC0626,ACC0337,1719136761104,WITHDRAWAL,1
2297,1102.87,ACC0763,ACC0497,1716009214208,INTEREST,1
2298,8811.59,ACC0235,ACC0697,1718140019567,WITHDRAWAL,1
2299,7002.21,ACC0201,ACC0432,1735666221429,INTEREST,3
2300,1427.15,ACC0333,ACC0443,1727662668514,DEPOSIT,1
2301,4713.88,ACC0190,ACC0201,1710569231753,DEPOSIT,2
2302,5714.85,ACC0393,ACC0090,1705752410587,PURCHASE,3
2303,7115.68,ACC0132,ACC0763,1710801794269,PAYMENT,5
2304,1505.96,ACC0564,ACC0260,1732618868144,WITHDRAWAL,3
2305,6067.62,ACC0748,ACC0518,1732340003603,PURCHASE,5
2306,1068.89,ACC0039,ACC0432,1723716581290,PAYMENT,3
2307,6804.79,ACC0834,ACC0171,1707986953346,DEPOSIT,4
2308,178.61,ACC0608,ACC0901,1721932219881,TRANSFER,3
2309,5182.36,ACC0449,ACC0347,1732857265792,INTEREST,4
2310,1077.57,ACC0049,ACC0455,1718010734336,FEE,1
2311,4986.99,ACC0810,ACC0798,1717558042362,WITHDRAWAL,5
2312,4097.26,ACC0269,ACC0784,1712026932608,TRANSFER,2
2313,3405.91,ACC0128,ACC0590,1717468672184,PURCHASE,3
2314,9440.30,ACC0707,ACC0748,1713539737110,DEPOSIT,1
2315,1751.46,ACC0254,ACC0005,1710812707335,WITHDRAWAL,4
2316,6336.72,ACC0360,ACC0581,1716788395783,PAYMENT,5
2317,6120.93,ACC0768,ACC0947,1720348224973,TRANSFER,5
2318,3297.92,ACC0320,ACC0984,1731975620345,WITHDRAWAL,2
2319,6238.75,ACC0408,ACC0438,1734736876222,TRANSFER,4
2320,9545.18,ACC0545,ACC0268,1718507302610,PURCHASE,1
2321,172.84,ACC0725,ACC0817,1721307619037,INTEREST,1
2322,747.92,ACC0094,ACC0523,1726289554203,FEE,1
2323,5669.71,ACC0740,ACC0630,1722115186331,PURCHASE,2
2324,2439.48,ACC0750,ACC0086,1718109771455,FEE,3
2325,8394.42,ACC0939,ACC0412,1728081706370,DEPOSIT,1
2326,2256.10,ACC0219,ACC0557,1729545219702,DEPOSIT,4
2327,2415.38,ACC0895,ACC0666,1716008561979,FEE,4
2328,4751.78,ACC0273,ACC0610,1722058834203,REFUND,1
2329,1821.44,ACC0433,ACC0084,1727292246311,FEE,4
2330,7979.51,ACC0698,ACC0697,1724944103460,DEPOSIT,1
2331,6325.29,ACC0255,ACC0493,1733215141927,REFUND,2
2332,6631.93,ACC0247,ACC0366,1708996004616,REFUND,3
2333,4350.95,ACC0303,ACC0965,1725329080486,WITHDRAWAL,1
2334,431.27,ACC0027,ACC0002,1726521168732,INTEREST,2
2335,5705.91,ACC0594,ACC0308,1732770820956,REFUND,4
2336,2935.53,ACC0668,ACC0536,1730481587882,INTEREST,1
2337,5951.23,ACC0776,ACC0236,1724433056640,REFUND,5
2338,2091.44,ACC0142,ACC0398,1732056923156,INTEREST,1
2339,3866.92,ACC0039,ACC0678,1720086956234,REFUND,5
2340,4920.08,ACC0705,ACC0068,1711780367564,FEE,5
2341,5058.79,ACC0035,ACC0116,1729799951662,FEE,4
2342,6715.28,ACC0958,ACC0979,1727343182971,INTEREST,1
2343,4871.77,ACC0850,ACC0400,1724194842558,DEPOSIT,3
2344,5383.38,ACC0734,ACC0269,1720697633390,DEPOSIT,5
2345,9054.35,ACC0915,ACC0638,1719897447454,PURCHASE,3
2346,6199.90,ACC0040,ACC0402,1731251015569,DEPOSIT,1
2347,8722.81,ACC0031,ACC0466,1717396063008,TRANSFER,5
2348,1609.92,ACC0875,ACC0525,1725543251855,PURCHASE,1
2349,1497.10,ACC0261,ACC0851,1706864436183,FEE,1
2350,2789.20,ACC0190,ACC0442,1722332176254,DEPOSIT,4
2351,1976.97,ACC0927,ACC0373,1721722311037,TRANSFER,2
2352,3745.02,ACC0842,ACC0135,1705240151556,INTEREST,4
2353,6512.15,ACC0963,ACC0053,1724632890886,PURCHASE,5
2354,8754.59,ACC0132,ACC0471,1706370856642,WITHDRAWAL,4
2355,4472.55,ACC0403,ACC0720,1712423239484,REFUND,4
2356,1513.97,ACC0208,ACC0823,1712703588111,DEPOSIT,5
2357,9393.41,ACC0052,ACC0339,1715096608024,PURCHASE,2
2358,938.75,ACC0272,ACC0141,1704497935723,INTEREST,2
2359,6883.33,ACC0292,ACC0376,1733897031157,INTEREST,3
2360,8361.58,ACC0453,ACC0771,1704444111647,TRANSFER,1
2361,8304.19,ACC0252,ACC0262,1720066125800,DEPOSIT,1
2362,9130.49,ACC0929,ACC0441,1720673724693,REFUND,3
2363,6829.96,ACC0326,ACC0480,1707647351850,TRANSFER,5
2364,430.45,ACC0759,ACC0572,1729548349497,DEPOSIT,5
2365,3960.49,ACC0680,ACC0860,1711198965942,DEPOSIT,5
2366,6402.79,ACC0326,ACC0700,1713722100381,TRANSFER,1
2367,6397.50,ACC0534,ACC0415,1705639652099,PURCHASE,1
2368,5641.04,ACC0045,ACC0943,1719801515052,PURCHASE,2
2369,3230.95,ACC0635,ACC0650,1717158920599,PURCHASE,3
2370,1916.72,ACC0526,ACC0689,1704714900038,INTEREST,4
2371,5245.24,ACC0634,ACC0238,1713590993421,FEE,2
2372,3533.89,ACC0681,ACC0360,1731881265137,PAYMENT,2
2373,3191.93,ACC0406,ACC0045,1704940035872,WITHDRAWAL,5
2374,2246.74,ACC0507,ACC0234,1718611874022,PURCHASE,5
2375,6975.40,ACC0124,ACC0953,1708900365079,TRANSFER,3
2376,278.91,ACC0939,ACC0752,1706792207708,WITHDRAWAL,1
2377,396.78,ACC0983,ACC0800,1732482508968,DEPOSIT,4
2378,8585.16,ACC0953,ACC0506,1732938958191,FEE,3
2379,9079.65,ACC0820,ACC0894,1727338683758,PURCHASE,5
2380,5068.23,ACC0238,ACC0393,1724564178157,REFUND,1
2381,8201.70,ACC0473,ACC0340,1727002698979,INTEREST,1
2382,4899.76,ACC0574,ACC0915,1719206588688,WITHDRAWAL,5
2383,2006.71,ACC0812,ACC0843,1704132992218,TRANSFER,3
2384,7872.46,ACC0748,ACC0781,1716533360937,WITHDRAWAL,4
2385,4545.45,ACC0726,ACC0965,1721967868140,PURCHASE,4
2386,8599.69,ACC0583,ACC0502,1728699988120,INTEREST,4
2387,1176.00,ACC0871,ACC0316,1722933929368,PAYMENT,5
2388,3184.97,ACC0747,ACC0032,1728222599585,INTEREST,5
2389,6012.26,ACC0660,ACC0023,1726841608262,PAYMENT,4
2390,4662.69,ACC0583,ACC0582,1733386392236,FEE,2
2391,5045.43,ACC0169,ACC0707,1727044795097,WITHDRAWAL,4
2392,3743.60,ACC0313,ACC0166,1729862795907,REFUND,4
2393,6499.81,ACC0187,ACC0838,1715069100465,INTEREST,3
2394,9841.89,ACC0642,ACC0255,1726065615789,PURCHASE,2
2395,5820.91,ACC0254,ACC0617,1734626175053,PAYMENT,1
2396,7213.14,ACC0622,ACC0268,1728240224447,DEPOSIT,2
2397,7129.89,ACC0398,ACC0734,1722319302798,INTEREST,4
2398,6459.73,ACC0442,ACC0554,1720194359783,PURCHASE,3
2399,7550.83,ACC0425,ACC0832,1714680763090,DEPOSIT,4
2400,4475.84,ACC0841,ACC0004,1733030737726,WITHDRAWAL,2
2401,7143.04,ACC0282,ACC0014,1706231247042,PAYMENT,2
2402,3730.52,ACC0276,ACC0354,1727538800892,FEE,5
2403,9398.01,ACC0766,ACC0188,1735683757284,TRANSFER,2
2404,2166.53,ACC0991,ACC0271,1718732786506,PAYMENT,3
2405,7792.70,ACC0001,ACC0302,1733785201793,WITHDRAWAL,2
2406,4824.41,ACC0788,ACC0280,1706182556760,PURCHASE,5
2407,574.42,ACC0742,ACC0988,1710370845272,REFUND,3
2408,5799.61,ACC0699,ACC0638,1716654329208,WITHDRAWAL,1
2409,8909.22,ACC0353,ACC0711,1728406292376,DEPOSIT,5
2410,3881.50,ACC0708,ACC0311,1705946783048,WITHDRAWAL,5
2411,1789.36,ACC0721,ACC0603,1718822677239,DEPOSIT,3
2412,9359.32,ACC0365,ACC0208,1728376023626,INTEREST,5
2413,1510.30,ACC0935,ACC0539,1731813991182,REFUND,2
2414,6261.93,ACC0410,ACC0846,1732280331945,INTEREST,5
2415,7061.73,ACC0754,ACC0779,1724687260896,WITHDRAWAL,4
2416,3200.11,ACC0993,ACC0954,1733200786434,DEPOSIT,3
2417,9572.45,ACC0541,ACC0741,1715105719600,TRANSFER,1
2418,4717.14,ACC0056,ACC0193,1728054371384,PURCHASE,3
2419,5233.76,ACC0263,ACC0968,1733970507942,REFUND,1
2420,1021.01,ACC0476,ACC0832,1733590337941,PURCHASE,3
2421,6119.92,ACC0934,ACC0293,1707479327794,WITHDRAWAL,5
2422,920.63,ACC0089,ACC0720,1733835733263,PURCHASE,2
2423,459.76,ACC0603,ACC0108,1728292419328,PURCHASE,4
2424,4027.37,ACC0767,ACC0162,1716792017904,INTEREST,1
2425,5923.64,ACC0241,ACC0814,1708294715680,PURCHASE,2
2426,7795.05,ACC0060,ACC0400,1729284696439,WITHDRAWAL,2
2427,752.23,ACC0631,ACC0169,1729303323809,PURCHASE,3
2428,6753.17,ACC0863,ACC0601,1720657823585,PAYMENT,5
2429,1884.45,ACC0690,ACC0709,1724489299955,PAYMENT,2
2430,5611.64,ACC0533,ACC0222,1712174964683,INTEREST,4
2431,5763.24,ACC0372,ACC0039,1705860840154,WITHDRAWAL,3
2432,9720.65,ACC0155,ACC0412,1705687363618,INTEREST,3
2433,4684.30,ACC0282,ACC0880,1730719105610,DEPOSIT,2
2434,4321.08,ACC0209,ACC0634,1729985922697,PAYMENT,3
2435,5473.97,ACC0868,ACC0049,1730793616923,TRANSFER,4
2436,8894.87,ACC0308,ACC0624,1734367662048,REFUND,1
2437,5387.09,ACC0331,ACC0860,1709743602712,PAYMENT,1
2438,1020.65,ACC0926,ACC0609,1729898195108,WITHDRAWAL,4
2439,4733.27,ACC0838,ACC0899,1730590261226,FEE,3
2440,4878.43,ACC0079,ACC0794,1715324924382,DEPOSIT,1
2441,7577.37,ACC0613,ACC0595,1726814389989,INTEREST,3
2442,541.14,ACC0010,ACC0167,1726118942164,REFUND,5
2443,8627.69,ACC0412,ACC0232,1724024156450,DEPOSIT,2
2444,2290.12,ACC0631,ACC0027,1711073800335,TRANSFER,5
2445,1480.05,ACC0315,ACC0317,1720270352567,PAYMENT,5
2446,1695.48,ACC0054,ACC0999,1706008059133,TRANSFER,4
2447,9213.53,ACC0362,ACC0051,1705257382229,WITHDRAWAL,3
2448,8753.37,ACC0049,ACC0866,1729864768755,PAYMENT,2
2449,6218.79,ACC0510,ACC0172,1709837240782,PURCHASE,2
2450,5268.06,ACC0275,ACC0406,1728761378894,PAYMENT,2
2451,1707.76,ACC0854,ACC0635,1712585047251,PAYMENT,2
2452,4073.19,ACC0742,ACC0217,1728903804242,WITHDRAWAL,3
2453,3015.95,ACC0717,ACC0165,1728451178517,PAYMENT,2
2454,7730.41,ACC0366,ACC0504,1717702011807,TRANSFER,5
2455,5193.79,ACC0792,ACC0417,1723269519051,TRANSFER,5
2456,1271.57,ACC0021,ACC0393,1727763892970,PAYMENT,3
2457,3827.46,ACC0215,ACC0163,1706672290781,TRANSFER,2
2458,5826.27,ACC0545,ACC0528,1730777021141,TRANSFER,4
2459,8121.48,ACC0246,ACC0020,1721290888216,WITHDRAWAL,3
2460,7078.83,ACC0650,ACC0472,1716239621569,INTEREST,3
2461,8754.63,ACC0464,ACC0091,1724748156266,PAYMENT,4
